Variable	Table_Name	Unit	Sensor
practical_salinity	tblHOT303_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT303_Wirewalker	kg m-3	CTD
fluorescence	tblHOT303_Wirewalker	mg m-3	fluorometer
CDOM	tblHOT303_Wirewalker	ppb	fluorometer
PAR	tblHOT303_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT303_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT303_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT303_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT303_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT303_Wirewalker	%	Optode
cast	tblHOT306_Wirewalker	#	Uncategorized
pressure	tblHOT306_Wirewalker	db	CTD
temperature	tblHOT306_Wirewalker	°C	CTD
conservative_temperature	tblHOT306_Wirewalker	°C	CTD
absolute_salinity	tblHOT306_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT306_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT306_Wirewalker	kg m-3	CTD
fluorescence	tblHOT306_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT306_Wirewalker	m-1	Scatterometer
CDOM	tblHOT306_Wirewalker	ppb	fluorometer
PAR	tblHOT306_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT306_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT306_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT306_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT306_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT306_Wirewalker	%	Optode
cast	tblHOT307_Wirewalker	#	Uncategorized
pressure	tblHOT307_Wirewalker	db	CTD
temperature	tblHOT307_Wirewalker	°C	CTD
conservative_temperature	tblHOT307_Wirewalker	°C	CTD
absolute_salinity	tblHOT307_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT307_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT307_Wirewalker	kg m-3	CTD
fluorescence	tblHOT307_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT307_Wirewalker	m-1	Scatterometer
CDOM	tblHOT307_Wirewalker	ppb	fluorometer
PAR	tblHOT307_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT307_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT307_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT307_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT307_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT307_Wirewalker	%	Optode
cast	tblHOT309_Wirewalker	#	Uncategorized
pressure	tblHOT309_Wirewalker	db	CTD
temperature	tblHOT309_Wirewalker	°C	CTD
conservative_temperature	tblHOT309_Wirewalker	°C	CTD
absolute_salinity	tblHOT309_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT309_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT309_Wirewalker	kg m-3	CTD
fluorescence	tblHOT309_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT309_Wirewalker	m-1	Scatterometer
CDOM	tblHOT309_Wirewalker	ppb	fluorometer
PAR	tblHOT309_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT309_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT309_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT309_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT309_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT309_Wirewalker	%	Optode
cast	tblHOT310_Wirewalker	#	Uncategorized
pressure	tblHOT310_Wirewalker	db	CTD
temperature	tblHOT310_Wirewalker	°C	CTD
conservative_temperature	tblHOT310_Wirewalker	°C	CTD
absolute_salinity	tblHOT310_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT310_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT310_Wirewalker	kg m-3	CTD
fluorescence	tblHOT310_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT310_Wirewalker	m-1	Scatterometer
CDOM	tblHOT310_Wirewalker	ppb	fluorometer
PAR	tblHOT310_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT310_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT310_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT310_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT310_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT310_Wirewalker	%	Optode
cast	tblHOT311_Wirewalker	#	Uncategorized
pressure	tblHOT311_Wirewalker	db	CTD
temperature	tblHOT311_Wirewalker	°C	CTD
conservative_temperature	tblHOT311_Wirewalker	°C	CTD
absolute_salinity	tblHOT311_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT311_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT311_Wirewalker	kg m-3	CTD
fluorescence	tblHOT311_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT311_Wirewalker	m-1	Scatterometer
CDOM	tblHOT311_Wirewalker	ppb	fluorometer
PAR	tblHOT311_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT311_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT311_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT311_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT311_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT311_Wirewalker	%	Optode
cast	tblHOT312_Wirewalker	#	Uncategorized
pressure	tblHOT312_Wirewalker	db	CTD
temperature	tblHOT312_Wirewalker	°C	CTD
conservative_temperature	tblHOT312_Wirewalker	°C	CTD
absolute_salinity	tblHOT312_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT312_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT312_Wirewalker	kg m-3	CTD
fluorescence	tblHOT312_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT312_Wirewalker	m-1	Scatterometer
CDOM	tblHOT312_Wirewalker	ppb	fluorometer
PAR	tblHOT312_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT312_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT312_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT312_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT312_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT312_Wirewalker	%	Optode
cast	tblHOT313_Wirewalker	#	Uncategorized
pressure	tblHOT313_Wirewalker	db	CTD
temperature	tblHOT313_Wirewalker	°C	CTD
conservative_temperature	tblHOT313_Wirewalker	°C	CTD
absolute_salinity	tblHOT313_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT313_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT313_Wirewalker	kg m-3	CTD
fluorescence	tblHOT313_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT313_Wirewalker	m-1	Scatterometer
CDOM	tblHOT313_Wirewalker	ppb	fluorometer
PAR	tblHOT313_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT313_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT313_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT313_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT313_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT313_Wirewalker	%	Optode
cast	tblHOT314_Wirewalker	#	Uncategorized
pressure	tblHOT314_Wirewalker	db	CTD
temperature	tblHOT314_Wirewalker	°C	CTD
conservative_temperature	tblHOT314_Wirewalker	°C	CTD
absolute_salinity	tblHOT314_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT314_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT314_Wirewalker	kg m-3	CTD
fluorescence	tblHOT314_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT314_Wirewalker	m-1	Scatterometer
CDOM	tblHOT314_Wirewalker	ppb	fluorometer
PAR	tblHOT314_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT314_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT314_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT314_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT314_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT314_Wirewalker	%	Optode
cast	tblHOT315_Wirewalker	#	Uncategorized
pressure	tblHOT315_Wirewalker	db	CTD
temperature	tblHOT315_Wirewalker	°C	CTD
conservative_temperature	tblHOT315_Wirewalker	°C	CTD
absolute_salinity	tblHOT315_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT315_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT315_Wirewalker	kg m-3	CTD
fluorescence	tblHOT315_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT315_Wirewalker	m-1	Scatterometer
CDOM	tblHOT315_Wirewalker	ppb	fluorometer
PAR	tblHOT315_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT315_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT315_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT315_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT315_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT315_Wirewalker	%	Optode
cast	tblHOT316_Wirewalker	#	Uncategorized
pressure	tblHOT316_Wirewalker	db	CTD
temperature	tblHOT316_Wirewalker	°C	CTD
conservative_temperature	tblHOT316_Wirewalker	°C	CTD
absolute_salinity	tblHOT316_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT316_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT316_Wirewalker	kg m-3	CTD
fluorescence	tblHOT316_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT316_Wirewalker	m-1	Scatterometer
CDOM	tblHOT316_Wirewalker	ppb	fluorometer
PAR	tblHOT316_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT316_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT316_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT316_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT316_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT316_Wirewalker	%	Optode
cast	tblHOT319_Wirewalker	#	Uncategorized
pressure	tblHOT319_Wirewalker	db	CTD
temperature	tblHOT319_Wirewalker	°C	CTD
conservative_temperature	tblHOT319_Wirewalker	°C	CTD
absolute_salinity	tblHOT319_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT319_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT319_Wirewalker	kg m-3	CTD
fluorescence	tblHOT319_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT319_Wirewalker	m-1	Scatterometer
CDOM	tblHOT319_Wirewalker	ppb	fluorometer
PAR	tblHOT319_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT319_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT319_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT319_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT319_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT319_Wirewalker	%	Optode
cast	tblKM1906_Gradients_3_Wirewalker	#	Uncategorized
pressure	tblKM1906_Gradients_3_Wirewalker	db	CTD
temperature	tblKM1906_Gradients_3_Wirewalker	°C	CTD
conservative_temperature	tblKM1906_Gradients_3_Wirewalker	°C	CTD
absolute_salinity	tblKM1906_Gradients_3_Wirewalker	g kg-1	CTD
practical_salinity	tblKM1906_Gradients_3_Wirewalker	NA	CTD
potential_density_anomaly	tblKM1906_Gradients_3_Wirewalker	kg m-3	CTD
fluorescence	tblKM1906_Gradients_3_Wirewalker	mg m-3	fluorometer
backscattering	tblKM1906_Gradients_3_Wirewalker	m-1	Scatterometer
CDOM	tblKM1906_Gradients_3_Wirewalker	ppb	fluorometer
PAR	tblKM1906_Gradients_3_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblKM1906_Gradients_3_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblKM1906_Gradients_3_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblKM1906_Gradients_3_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblKM1906_Gradients_3_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblKM1906_Gradients_3_Wirewalker	%	Optode
cast	tblMESOSCOPEa_Wirewalker	#	Uncategorized
pressure	tblMESOSCOPEa_Wirewalker	db	CTD
temperature	tblMESOSCOPEa_Wirewalker	°C	CTD
conservative_temperature	tblMESOSCOPEa_Wirewalker	°C	CTD
absolute_salinity	tblMESOSCOPEa_Wirewalker	g kg-1	CTD
practical_salinity	tblMESOSCOPEa_Wirewalker	NA	CTD
potential_density_anomaly	tblMESOSCOPEa_Wirewalker	kg m-3	CTD
fluorescence	tblMESOSCOPEa_Wirewalker	mg m-3	fluorometer
backscattering	tblMESOSCOPEa_Wirewalker	m-1	Scatterometer
CDOM	tblMESOSCOPEa_Wirewalker	ppb	fluorometer
PAR	tblMESOSCOPEa_Wirewalker	µmol m-2 s-1	Radiometer
cast	tblMESOSCOPEb_Wirewalker	#	Uncategorized
pressure	tblMESOSCOPEb_Wirewalker	db	CTD
temperature	tblMESOSCOPEb_Wirewalker	°C	CTD
conservative_temperature	tblMESOSCOPEb_Wirewalker	°C	CTD
absolute_salinity	tblMESOSCOPEb_Wirewalker	g kg-1	CTD
practical_salinity	tblMESOSCOPEb_Wirewalker	NA	CTD
potential_density_anomaly	tblMESOSCOPEb_Wirewalker	kg m-3	CTD
fluorescence	tblMESOSCOPEb_Wirewalker	mg m-3	fluorometer
backscattering	tblMESOSCOPEb_Wirewalker	m-1	Scatterometer
CDOM	tblMESOSCOPEb_Wirewalker	ppb	fluorometer
PAR	tblMESOSCOPEb_Wirewalker	µmol m-2 s-1	Radiometer
cast	tblEddyExperimentA_Wirewalker	#	Uncategorized
pressure	tblEddyExperimentA_Wirewalker	db	CTD
temperature	tblEddyExperimentA_Wirewalker	°C	CTD
conservative_temperature	tblEddyExperimentA_Wirewalker	°C	CTD
absolute_salinity	tblEddyExperimentA_Wirewalker	g kg-1	CTD
practical_salinity	tblEddyExperimentA_Wirewalker	NA	CTD
potential_density_anomaly	tblEddyExperimentA_Wirewalker	kg m-3	CTD
fluorescence	tblEddyExperimentA_Wirewalker	mg m-3	fluorometer
backscattering	tblEddyExperimentA_Wirewalker	m-1	Scatterometer
CDOM	tblEddyExperimentA_Wirewalker	ppb	fluorometer
PAR	tblEddyExperimentA_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblEddyExperimentA_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblEddyExperimentA_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblEddyExperimentA_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblEddyExperimentA_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblEddyExperimentA_Wirewalker	%	Optode
cast	tblEddyExperimentB_Wirewalker	#	Uncategorized
pressure	tblEddyExperimentB_Wirewalker	db	CTD
temperature	tblEddyExperimentB_Wirewalker	°C	CTD
conservative_temperature	tblEddyExperimentB_Wirewalker	°C	CTD
absolute_salinity	tblEddyExperimentB_Wirewalker	g kg-1	CTD
practical_salinity	tblEddyExperimentB_Wirewalker	NA	CTD
potential_density_anomaly	tblEddyExperimentB_Wirewalker	kg m-3	CTD
fluorescence	tblEddyExperimentB_Wirewalker	mg m-3	fluorometer
backscattering	tblEddyExperimentB_Wirewalker	m-1	Scatterometer
CDOM	tblEddyExperimentB_Wirewalker	ppb	fluorometer
PAR	tblEddyExperimentB_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblEddyExperimentB_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblEddyExperimentB_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblEddyExperimentB_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblEddyExperimentB_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblEddyExperimentB_Wirewalker	%	Optode
cruise	tblHOT242_252_14C_PP_3_WSW	NA	In-Situ
station	tblHOT242_252_14C_PP_3_WSW	NA	In-Situ
cast	tblHOT242_252_14C_PP_3_WSW	#	In-Situ
C14_assimilation_nano_mean	tblHOT242_252_14C_PP_3_WSW	umol C/l/d	In-Situ
C14_assimilation_nano_stdev	tblHOT242_252_14C_PP_3_WSW	umol C/l/d	In-Situ
filter_min	tblHOT242_252_14C_PP_3_WSW	um	In-Situ
bottle	tblHOT242_252_14C_PP_3_WSW	#	In-Situ
station	tblAMT01_extracted_cholorphyll	NA	Uncategorized
extracted_chl_a	tblAMT01_extracted_cholorphyll	mg/m3	fluorometer
quality_value_chl_a	tblAMT01_extracted_cholorphyll	NA	Uncategorized
extracted_phaeopigments	tblAMT01_extracted_cholorphyll	ng/L	fluorometer
quality_value_phaeopigments	tblAMT01_extracted_cholorphyll	NA	Uncategorized
bottle_flag	tblJR19980514_AMT06_Flow_Cytometry	NA	Uncategorized
BODC_bottle_code	tblJR19980514_AMT06_Flow_Cytometry	NA	Uncategorized
bacteria_abundance_HBCCAFTX_Zubkov	tblJR19980514_AMT06_Flow_Cytometry	number/ml	Flow Cytometer
w_depth	tblJR19980514_AMT06_Flow_Cytometry	m	Uncategorized
bodc_station	tblJR19980514_AMT06_Flow_Cytometry	NA	Uncategorized
synechococcus_carbon_biomass_C700A90Z	tblJR19980514_AMT06_Flow_Cytometry	mg/m^3	Flow Cytometer
picoeukaryotic_carbon_biomass_CYEUA00A	tblJR19980514_AMT06_Flow_Cytometry	mg/m^3	Flow Cytometer
picoeukaryotic_abundance_PYEUA00A_Zubkov	tblJR19980514_AMT06_Flow_Cytometry	number/ml	Flow Cytometer
prochlorococcus_abundance_P701A90Z_Zubkov	tblJR19980514_AMT06_Flow_Cytometry	number/ml	Flow Cytometer
bacteria_carbon_biomass_HBBMAFTX	tblJR19980514_AMT06_Flow_Cytometry	mg/m^3	Flow Cytometer
prochlorococcus_carbon_biomass_C701A90Z	tblJR19980514_AMT06_Flow_Cytometry	mg/m^3	Flow Cytometer
gear	tblJR19980514_AMT06_Flow_Cytometry	NA	Uncategorized
original_station	tblJR19980514_AMT06_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblJR19980514_AMT06_Flow_Cytometry	NA	Uncategorized
synechococcus_abundance_P700A90Z_Zubkov	tblJR19980514_AMT06_Flow_Cytometry	number/ml	Flow Cytometer
bottle_flag	tblJR20030512_AMT12_Flow_Cytometry	NA	Uncategorized
BODC_bottle_code	tblJR20030512_AMT12_Flow_Cytometry	NA	Uncategorized
bacteria_abundance_HBCCAFTX_Zubkov	tblJR20030512_AMT12_Flow_Cytometry	number/ml	Flow Cytometer
w_depth	tblJR20030512_AMT12_Flow_Cytometry	m	Uncategorized
bodc_station	tblJR20030512_AMT12_Flow_Cytometry	NA	Uncategorized
picoeukaryotic_abundance_PYEUA00A_Zubkov	tblJR20030512_AMT12_Flow_Cytometry	number/ml	Flow Cytometer
prochlorococcus_abundance_P701A90Z_Zubkov	tblJR20030512_AMT12_Flow_Cytometry	number/ml	Flow Cytometer
gear	tblJR20030512_AMT12_Flow_Cytometry	NA	Uncategorized
original_station	tblJR20030512_AMT12_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblJR20030512_AMT12_Flow_Cytometry	NA	Uncategorized
synechococcus_abundance_P700A90Z_Zubkov	tblJR20030512_AMT12_Flow_Cytometry	number/ml	Flow Cytometer
BODC_bottle_code	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
bodc_station	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
prochlorococcus_abundance_P701A90Z_Tarran	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
prochlorococcus_abundance_P701A90Z_Zubkov	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
bottle_flag	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
firing_sequence	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
w_depth	tblJR20030910_AMT13_Flow_Cytometry	m	Uncategorized
picoeukaryotic_abundance_PYEUA00A_Tarran	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
prymnesiophyceae_abundance_P490A00Z	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
bacteria_abundance_HBCCAFTX_Zubkov	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
synechococcus_abundance_P700A90Z_Tarran	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
cryptophyceae_abundance_J79A0596	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
bacteria_abundance_TBCCAFTX_Tarran	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
nanoeukaryotic_abundance_X726A86B	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
picoeukaryotic_abundance_PYEUA00A_Zubkov	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
gear	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
original_station	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
synechococcus_abundance_P700A90Z_Zubkov	tblJR20030910_AMT13_Flow_Cytometry	number/ml	Flow Cytometer
rosette_position	tblJR20030910_AMT13_Flow_Cytometry	NA	Uncategorized
bottle_flag	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
BODC_bottle_code	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
firing_sequence	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
w_depth	tblJR20040428_AMT14_Flow_Cytometry	m	Uncategorized
bodc_station	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
picoeukaryotic_abundance_PYEUA00A_Zubkov	tblJR20040428_AMT14_Flow_Cytometry	number/ml	Flow Cytometer
prochlorococcus_abundance_P701A90Z_Zubkov	tblJR20040428_AMT14_Flow_Cytometry	number/ml	Flow Cytometer
gear	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
original_station	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
synechococcus_abundance_P700A90Z_Zubkov	tblJR20040428_AMT14_Flow_Cytometry	number/ml	Flow Cytometer
bacteria_abundance_std_dev_H396080A	tblJR20040428_AMT14_Flow_Cytometry	NA	Flow Cytometer
rosette_position	tblJR20040428_AMT14_Flow_Cytometry	NA	Uncategorized
bacteria_abundance_TBCCAFTX_Zubkov	tblJR20040428_AMT14_Flow_Cytometry	number/ml	Flow Cytometer
bottle_flag	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
BODC_bottle_code	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
firing_sequence	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
bacteria_abundance_HBCCAFTX_Zubkov	tblD284_AMT15_Flow_Cytometry	number/ml	Flow Cytometer
w_depth	tblD284_AMT15_Flow_Cytometry	m	Uncategorized
bodc_station	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
prochlorococcus_abundance_P701A90Z_Zubkov	tblD284_AMT15_Flow_Cytometry	number/ml	Flow Cytometer
gear	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
original_station	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
synechococcus_abundance_P700A90Z_Zubkov	tblD284_AMT15_Flow_Cytometry	number/ml	Flow Cytometer
rosette_position	tblD284_AMT15_Flow_Cytometry	NA	Uncategorized
bottle_flag	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
BODC_bottle_code	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
firing_sequence	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
nanoeukaryotic_abundance_X726A86B	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
bacteria_abundance_C804B6A6	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
w_depth	tblD294_AMT16_Flow_Cytometry	m	Uncategorized
bodc_station	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
prochlorococcus_abundance_P701A90Z_Tarran	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
synechococcus_abundance_P700A90Z_Tarran	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
cryptophyceae_abundance_J79A0596	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
picoeukaryotic_abundance_PYEUA00A_Tarran	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
gear	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
original_station	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
bacteria_abundance_P18318A9	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
rosette_position	tblD294_AMT16_Flow_Cytometry	NA	Uncategorized
prymnesiophyceae_abundance_P490A00Z	tblD294_AMT16_Flow_Cytometry	number/ml	Flow Cytometer
bottle_flag	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
BODC_bottle_code	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
firing_sequence	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
w_depth	tblD299_AMT17_Flow_Cytometry	m	Uncategorized
bodc_station	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
picoeukaryotic_abundance_PYEUA00A_Zubkov	tblD299_AMT17_Flow_Cytometry	number/ml	Flow Cytometer
prochlorococcus_abundance_P701A90Z_Zubkov	tblD299_AMT17_Flow_Cytometry	number/ml	Flow Cytometer
gear	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
original_station	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
bottle_pressure	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
synechococcus_abundance_P700A90Z_Zubkov	tblD299_AMT17_Flow_Cytometry	number/ml	Flow Cytometer
rosette_position	tblD299_AMT17_Flow_Cytometry	NA	Uncategorized
bacteria_abundance_TBCCAFTX_Zubkov	tblD299_AMT17_Flow_Cytometry	number/ml	Flow Cytometer
bodc_station	tblJR20081003_AMT18_flow_cytometry	NA	Uncategorized
original_station	tblJR20081003_AMT18_flow_cytometry	NA	Uncategorized
water_depth	tblJR20081003_AMT18_flow_cytometry	m	Uncategorized
bottle_pressure	tblJR20081003_AMT18_flow_cytometry	decibar	CTD
BODC_bottle_code	tblJR20081003_AMT18_flow_cytometry	NA	Uncategorized
rosette_position	tblJR20081003_AMT18_flow_cytometry	NA	Uncategorized
firing_sequence	tblJR20081003_AMT18_flow_cytometry	NA	Uncategorized
cryptophyceae_abundance_J79A0596	tblJR20081003_AMT18_flow_cytometry	cells/ml	Flow Cytometer
cryptophyceae_abundance_J79A0596_flag	tblJR20081003_AMT18_flow_cytometry	NA	Flow Cytometer
prymnesiophyceae_abundance_P490A00Z	tblJR20081003_AMT18_flow_cytometry	cells/ml	Flow Cytometer
