Variable	Table_Name	Unit	Sensor
Warnowia	tblMGL1704_Gradients2_IFCB_Abundance	cells L-1	Flow Cytobot
Total_Cells	tblMGL1704_Gradients2_IFCB_Abundance	cells L-1	Flow Cytobot
Temperature	tblMGL1704_Gradients2_IFCB_Abundance	degrees C	Thermosalinograph
Salinity	tblMGL1704_Gradients2_IFCB_Abundance	psu	Thermosalinograph
Sample	tblMGL1704_Gradients2_IFCB_ESD	NA	Flow Cytobot
Acanthoica	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Acanthometron	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Acanthostaurus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Achnanthes	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Actinoptychus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Akashiwo	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Alexandrium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Algirosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphidiniopsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphidinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphilithium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphilonche	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphipleura	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphiprora	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Amphorellopsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Apedinella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Apostrombidium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Asterolampra	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Asteromphalus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Azadinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Bacteriastrum	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Balechina	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Boradinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Braarudosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Calliacantha	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Caloneis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cerataulina	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Ceratium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Ceratoperidinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Chaetoceros	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Chrysidiastrum	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Chrysochromulina	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Coccolithus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cocconeis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cochlodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Codonellopsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Corethron	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Corymbellus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Corythodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Coscinodiscus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cyclotella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cylindrotheca	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cymbella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Cyttarocylis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Dactyliosolen	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Dicroerisma	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Dictyocha	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Didinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Dinophysis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Discoaster	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Discophaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Distephanus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Durinskia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Emiliania	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Epiplocycloides	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Epipyxis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Erythropsidinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Eucampia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Euglena	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Eunotogramma	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Euplote	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Eutintinnus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Eutreptiella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Favella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Foissneridium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Fragilaria	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Fragilariopsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Frustulia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Gambierdiscus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Gephyrocapsa	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Gonyaulax	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Grammatophora	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Gymnodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Gyrodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Haslea	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Helicosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Hemiaulus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Heterocapsa	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Heterodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Heterophrys	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Hexacontium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Karenia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Karlodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Katodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Laboea	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Lauderia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Leegaardiella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Lepidodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Leptocylindrus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Leucocryptos	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Licmophora	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Limacina	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Lingulodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Mallomonas	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Mastogloia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Meringosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Mesodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Mesoporos	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Minidiscus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Mytilina	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Nauplii	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Navicula	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Nematodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Nitzschia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Novistrombidium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Ochrosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Ophiaster	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Ornithocercus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Oxyphysis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Oxytoxum	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Paralia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Peridiniella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Peridiniopsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Peridinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Phaeocystis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Phalacroma	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pinnularia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Plagiotropus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pleuronema	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pleurosigma	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Podolampas	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pollen	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Polykrikos	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pontosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Preperidinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Proboscia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pronoctiluca	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Prorocentrum	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Proterythropsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Protoceratium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Protoperidinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pseudochattonella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pseudonitzschia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pseudotontonia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pterosperma	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Ptychocylis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pyramimonas	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Pyrophacus	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Rhabdonella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Rhabdosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Rhizosolenia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Richelia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Sclerodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Scripsiella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Scyphosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Sethocapsa	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Spirostrombidinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Stauraspis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Stauroneis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Strobilidium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Strombidium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Synedra	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Syracosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Takayama	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Thalassiosira	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Tiarina	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Tintinnopsis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Tontonia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Torodinium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Trachelius	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Triceratium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Trichodesmium	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Tropidoneis	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Umbellosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Umbilicosphaera	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Undella	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Uronema	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
Warnowia	tblMGL1704_Gradients2_IFCB_ESD	µm	Flow Cytobot
station	tblJR19960422_AMT02_meterology	NA	Uncategorized
air_pressure	tblJR19960422_AMT02_meterology	millibars	Barometer
air_pressure_flag	tblJR19960422_AMT02_meterology	NA	Barometer
air_temperature	tblJR19960422_AMT02_meterology	°C	Temperature Sensor
air_temperature_flag	tblJR19960422_AMT02_meterology	NA	Temperature Sensor
solar_radiation	tblJR19960422_AMT02_meterology	w/m2	Pyranometer
solar_radiation_flag	tblJR19960422_AMT02_meterology	NA	Pyranometer
SurfVPAR	tblJR19960422_AMT02_meterology	w/m2	Radiometer
SurfVPAR_flag	tblJR19960422_AMT02_meterology	NA	Radiometer
relative_wind_dir	tblJR19960422_AMT02_meterology	degrees	Anemometer
relative_wind_dir_flag	tblJR19960422_AMT02_meterology	NA	Anemometer
relative_wind_speed	tblJR19960422_AMT02_meterology	m/s	Anemometer
relative_wind_speed_flag	tblJR19960422_AMT02_meterology	NA	Anemometer
wind_direction_from	tblJR19960422_AMT02_meterology	degrees true	Anemometer
wind_direction_from_flag	tblJR19960422_AMT02_meterology	NA	Anemometer
wind_speed	tblJR19960422_AMT02_meterology	knots	Anemometer
wind_speed_flag	tblJR19960422_AMT02_meterology	NA	Anemometer
station	tblJR19960422_AMT02_bathemetry	NA	Uncategorized
bottle_depth	tblJR19960422_AMT02_bathemetry	m	Uncategorized
velocity_east	tblJR19960422_AMT02_bathemetry	cm/s	GPS
velocity_east_flag	tblJR19960422_AMT02_bathemetry	NA	GPS
velocity_north	tblJR19960422_AMT02_bathemetry	cm/s	GPS
velocity_north_flag	tblJR19960422_AMT02_bathemetry	NA	GPS
distance_traveled	tblJR19960422_AMT02_bathemetry	km	GPS
distance_traveled_flag	tblJR19960422_AMT02_bathemetry	NA	GPS
heading	tblJR19960422_AMT02_bathemetry	degrees	Gyrocompass
heading_flag	tblJR19960422_AMT02_bathemetry	NA	Gyrocompass
bathymetric_depth	tblJR19960422_AMT02_bathemetry	m	Uncategorized
bathymetric_depth_flag	tblJR19960422_AMT02_bathemetry	NA	Uncategorized
station	tblJR19960422_AMT02_TSG	NA	Uncategorized
chl_a	tblJR19960422_AMT02_TSG	mg/m3	fluorometer
chl_a_flag	tblJR19960422_AMT02_TSG	NA	fluorometer
fluorescence	tblJR19960422_AMT02_TSG	dimensionless	fluorometer
fluorescence_flag	tblJR19960422_AMT02_TSG	NA	fluorometer
salinity	tblJR19960422_AMT02_TSG	dimensionless	Thermosalinograph
salinity_flag	tblJR19960422_AMT02_TSG	NA	Thermosalinograph
temperature	tblJR19960422_AMT02_TSG	°C	Thermosalinograph
temperature_flag	tblJR19960422_AMT02_TSG	NA	Thermosalinograph
compound	tblKM1709_Mesoscope_B12_HILIC_Incubations	NA	Liquid Chromatograph
eddy_vorticity	tblKM1709_Mesoscope_B12_HILIC_Incubations	NA	Liquid Chromatograph
size_fraction	tblKM1709_Mesoscope_B12_HILIC_Incubations	μm	Liquid Chromatograph
value	tblKM1709_Mesoscope_B12_HILIC_Incubations	NA	Liquid Chromatograph
treatment_type	tblKM1709_Mesoscope_B12_HILIC_Incubations	NA	Liquid Chromatograph
station	tblJR19960422_AMT02_Extracted_Pigments	NA	Uncategorized
alloxanthin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
alloxanthin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
alloxanthin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
alloxanthin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
beta_beta_carotine	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
beta_beta_carotine_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
beta_beta_carotine_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
beta_beta_carotine_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
butanoyloxyfucoxanthin_19	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
butanoyloxyfucoxanthin_19_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
butanoyloxyfucoxanthin_19_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
butanoyloxyfucoxanthin_19_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_b	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_b_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_b_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_b_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_c	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_c_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_c_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_c_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyllide_a	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyllide_a_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyllide_a_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyllide_a_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyllide_b	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyllide_b_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyllide_b_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyllide_b_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_a_allomer	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_a_allomer_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_a_allomer_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_a_allomer_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_a_epimer	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_a_epimer_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_a_epimer_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
chlorophyll_a_epimer_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_a_SD_fluorometer	tblJR19960422_AMT02_Extracted_Pigments	mg/m3	fluorometer
chlorophyll_a_SD_fluorometer_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	fluorometer
chlorophyll_a_fluorometer	tblJR19960422_AMT02_Extracted_Pigments	mg/m3	fluorometer
chlorophyll_a	tblJR19960422_AMT02_Extracted_Pigments	mg/m3	HPLC
chlorophyll_a_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
diadinoxanthin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
diadinoxanthin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
diadinoxanthin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
diadinoxanthin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
diatoxanthin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
diatoxanthin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
diatoxanthin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
diatoxanthin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
dinoxanthin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
dinoxanthin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
dinoxanthin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
dinoxanthin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
divinyl_chlorophyll_a	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
divinyl_chlorophyll_a_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
divinyl_chlorophyll_a_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
divinyl_chlorophyll_a_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
fucoxanthin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
fucoxanthin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
fucoxanthin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
fucoxanthin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
hexanoyloxyfucoxanthin_19	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
hexanoyloxyfucoxanthin_19_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
hexanoyloxyfucoxanthin_19_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
hexanoyloxyfucoxanthin_19_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
monovinyl_chlorophyll_a	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
monovinyl_chlorophyll_a_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
monovinyl_chlorophyll_a_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
monovinyl_chlorophyll_a_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeophorbide_a	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
phaeophorbide_a_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeophorbide_a_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
phaeophorbide_a_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
peridinin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
peridinin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
peridinin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
peridinin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeopigments_fluorometer	tblJR19960422_AMT02_Extracted_Pigments	mg/m3	fluorometer
phaeopigments_fluorometer_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	fluorometer
phaeopigments_SD_fluorometer	tblJR19960422_AMT02_Extracted_Pigments	mg/m3	fluorometer
phaeopigments_SD_fluorometer_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	fluorometer
prasinoxanthin	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
prasinoxanthin_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
prasinoxanthin_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
prasinoxanthin_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeophytin_a	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
phaeophytin_a_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeophytin_a_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
phaeophytin_a_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeophytin_b	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
phaeophytin_b_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
phaeophytin_b_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
phaeophytin_b_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
chlorophyll_a_SD	tblJR19960422_AMT02_Extracted_Pigments	mg/m3	HPLC
chlorophyll_a_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
zeaxanthin_lutein	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
zeaxanthin_lutein_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
zeaxanthin_lutein_SD	tblJR19960422_AMT02_Extracted_Pigments	ng/L	HPLC
zeaxanthin_lutein_SD_flag	tblJR19960422_AMT02_Extracted_Pigments	NA	HPLC
station	tblJR19960422_AMT02_CTD	NA	Uncategorized
local_cdi_ID	tblJR19960422_AMT02_CTD	NA	Uncategorized
bottle_depth	tblJR19960422_AMT02_CTD	m	CTD
sensor_pressure	tblJR19960422_AMT02_CTD	decibars	CTD
potential_temperature	tblJR19960422_AMT02_CTD	°C	CTD
potential_temperature_flag	tblJR19960422_AMT02_CTD	NA	CTD
practical_salinity	tblJR19960422_AMT02_CTD	NA	CTD
practical_salinity_flag	tblJR19960422_AMT02_CTD	NA	CTD
sigma_theta	tblJR19960422_AMT02_CTD	kg/m3	CTD
sigma_theta_flag	tblJR19960422_AMT02_CTD	NA	CTD
uncalibrated_CTD_temperature	tblJR19960422_AMT02_CTD	°C	CTD
uncalibrated_CTD_temperature_flag	tblJR19960422_AMT02_CTD	NA	CTD
VLP	tblVLP_abundance_KM1502	VLP/ml	Underway CTD
Station	tblVLP_abundance_KM1502	NA	Uncategorized
Cast	tblVLP_abundance_KM1502	NA	Uncategorized
VLP	tblVLP_abundance_KM1503	VLP/ml	CTD
