sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_barcode_num	tara_station
ERS488596	SAMEA2656987	ERR1726610	ERX1796641	PRJEB4352	TARA_A100001147	TARA_032
ERS488567	SAMEA2656957	ERR1726838	ERX1796676	PRJEB4352	TARA_A100001143	TARA_032
ERS488598	SAMEA2656993	ERR1726905	ERX1796587	PRJEB4352	TARA_A100001148	TARA_032
ERS488613	SAMEA2619854	ERR594360	ERX552360	PRJEB4419	TARA_A100001518	TARA_032
ERS488589	SAMEA2619838	ERR594393	ERX552349	PRJEB4419	TARA_A100001516	TARA_032
ERS488569	SAMEA2619818	ERR599041	ERX556080	PRJEB1787	TARA_A100001035	TARA_032
ERS488599	SAMEA2619840	ERR599097	ERX555931	PRJEB1787	TARA_A100001037	TARA_032
ERS488599	SAMEA2619840	ERR599061	ERX556055	PRJEB1787	TARA_A100001037	TARA_032
ERS488569	SAMEA2619818	ERR599155	ERX556066	PRJEB1787	TARA_A100001035	TARA_032
ERS488569	SAMEA2619818	ERR599116	ERX556022	PRJEB1787	TARA_A100001035	TARA_032
ERS488644	SAMEA2657012	ERR1726711	ERX1796724	PRJEB4352	TARA_A100001246	TARA_033
ERS488640	SAMEA2657055	ERR1726918	ERX1796815	PRJEB4352	TARA_A100001245	TARA_033
ERS488640	SAMEA2657055	ERR1726902	ERX1796622	PRJEB4352	TARA_A100001245	TARA_033
ERS488644	SAMEA2657012	ERR1726926	ERX1796706	PRJEB4352	TARA_A100001246	TARA_033
ERS488633	SAMEA2619869	ERR868401	ERX948081	PRJEB4352	TARA_A100001244	TARA_033
ERS488636	SAMEA2619872	ERR599350	ERX556304	PRJEB4419	TARA_A100001201	TARA_033
ERS488621	SAMEA2619857	ERR599134	ERX555946	PRJEB1787	TARA_A100001234	TARA_033
ERS488621	SAMEA2619857	ERR599049	ERX556035	PRJEB1787	TARA_A100001234	TARA_033
ERS488678	SAMEA2656985	ERR1726777	ERX1796811	PRJEB4352	TARA_N000000325	TARA_034
ERS488681	SAMEA2730647	ERR1726840	ERX1796554	PRJEB4352	TARA_N000000332	TARA_034
ERS488696	SAMEA2619918	ERR1726910	ERX1796614	PRJEB4352	TARA_N000000322	TARA_034
ERS488684	SAMEA2657039	ERR1726960	ERX1796740	PRJEB4352	TARA_N000000321	TARA_034
ERS488705	SAMEA2657099	ERR1726578	ERX1796898	PRJEB4352	TARA_N000000320	TARA_034
ERS488694	SAMEA2619916	ERR868439	ERX948071	PRJEB4352	TARA_N000000323	TARA_034
ERS488695	SAMEA2619917	ERR868463	ERX948042	PRJEB4352	TARA_N000000327	TARA_034
ERS488658	SAMEA2619888	ERR594328	ERX552240	PRJEB1788	TARA_Y100000004	TARA_034
ERS488673	SAMEA2619903	ERR594368	ERX552335	PRJEB4419	TARA_R100000005	TARA_034
ERS488701	SAMEA2619923	ERR594390	ERX552314	PRJEB4419	TARA_R100000008	TARA_034
ERS488673	SAMEA2619903	ERR594370	ERX552315	PRJEB4419	TARA_R100000005	TARA_034
ERS488685	SAMEA2619907	ERR598975	ERX555956	PRJEB1787	TARA_B100000029	TARA_034
ERS488649	SAMEA2619879	ERR598991	ERX555978	PRJEB1787	TARA_B100000003	TARA_034
ERS488649	SAMEA2619879	ERR598959	ERX555909	PRJEB1787	TARA_B100000003	TARA_034
ERS488685	SAMEA2619907	ERR599111	ERX556025	PRJEB1787	TARA_B100000029	TARA_034
ERS488742	SAMEA2657060	ERR1726809	ERX1796560	PRJEB4352	TARA_N000000313	TARA_036
ERS488753	SAMEA2619958	ERR868487	ERX947989	PRJEB4352	TARA_N000000317	TARA_036
ERS488742	SAMEA2657060	ERR1726794	ERX1796787	PRJEB4352	TARA_N000000313	TARA_036
ERS488746	SAMEA2657098	ERR1726843	ERX1796890	PRJEB4352	TARA_N000000314	TARA_036
ERS488753	SAMEA2619958	ERR868400	ERX948072	PRJEB4352	TARA_N000000317	TARA_036
ERS488730	SAMEA2619943	ERR868428	ERX948030	PRJEB4352	TARA_N000000316	TARA_036
ERS488754	SAMEA2619959	ERR1700904	ERX1771197	PRJEB4352	TARA_N000000319	TARA_036
ERS488744	SAMEA2657080	ERR1726554	ERX1796831	PRJEB4352	TARA_N000000312	TARA_036
ERS488746	SAMEA2657098	ERR1726920	ERX1796555	PRJEB4352	TARA_N000000314	TARA_036
ERS488712	SAMEA2656960	ERR1726951	ERX1796865	PRJEB4352	TARA_N000000311	TARA_036
ERS488730	SAMEA2619943	ERR868406	ERX948061	PRJEB4352	TARA_N000000316	TARA_036
ERS488723	SAMEA2619936	ERR164419	ERX140303	PRJEB1788	TARA_Y100000022	TARA_036
ERS488723	SAMEA2619936	ERR164414	ERX140300	PRJEB1788	TARA_Y100000022	TARA_036
ERS488722	SAMEA2619935	ERR594334	ERX552247	PRJEB1788	TARA_Y100000015	TARA_036
ERS488757	SAMEA2619962	ERR594402	ERX552324	PRJEB4419	TARA_R100000030	TARA_036
ERS488737	SAMEA2619950	ERR594369	ERX552322	PRJEB4419	TARA_R100000028	TARA_036
ERS488747	SAMEA2619952	ERR598974	ERX556135	PRJEB1787	TARA_B100000035	TARA_036
ERS488747	SAMEA2619952	ERR599028	ERX556019	PRJEB1787	TARA_B100000035	TARA_036
ERS488714	SAMEA2619927	ERR598966	ERX556073	PRJEB1787	TARA_B100000034	TARA_036
ERS488714	SAMEA2619927	ERR599143	ERX555943	PRJEB1787	TARA_B100000034	TARA_036
ERS488780	SAMEA2619981	ERR873962	ERX953565	PRJEB4352	TARA_N000000303	TARA_037
ERS488780	SAMEA2619981	ERR873969	ERX953563	PRJEB4352	TARA_N000000303	TARA_037
ERS488773	SAMEA2619974	ERR594345	ERX552299	PRJEB1788	TARA_Y100000310	TARA_037
ERS488773	SAMEA2619974	ERR594290	ERX552294	PRJEB1788	TARA_Y100000310	TARA_037
ERS488791	SAMEA2619992	ERR599372	ERX556323	PRJEB4419	TARA_R100000049	TARA_037
ERS488791	SAMEA2619992	ERR2752152	ERX2765198	PRJEB4419	TARA_R100000049	TARA_037
ERS488769	SAMEA2619970	ERR599031	ERX556069	PRJEB1787	TARA_B100000315	TARA_037
ERS488769	SAMEA2619970	ERR599062	ERX556027	PRJEB1787	TARA_B100000315	TARA_037
ERS488816	SAMEA2656981	ERR1700914	ERX1771179	PRJEB4352	TARA_N000000038	TARA_038
ERS488820	SAMEA2657022	ERR1700906	ERX1771190	PRJEB4352	TARA_N000000039	TARA_038
ERS488857	SAMEA2620043	ERR868353	ERX948028	PRJEB4352	TARA_N000000031	TARA_038
ERS488809	SAMEA2620010	ERR868498	ERX948026	PRJEB4352	TARA_N000000029	TARA_038
ERS488809	SAMEA2620010	ERR868503	ERX948057	PRJEB4352	TARA_N000000029	TARA_038
ERS488820	SAMEA2657022	ERR1700907	ERX1771188	PRJEB4352	TARA_N000000039	TARA_038
ERS488822	SAMEA2657041	ERR1726736	ERX1796790	PRJEB4352	TARA_N000000041	TARA_038
ERS488824	SAMEA2657069	ERR1726868	ERX1796922	PRJEB4352	TARA_N000000042	TARA_038
ERS488832	SAMEA2620023	ERR868414	ERX947947	PRJEB4352	TARA_N000000030	TARA_038
ERS488804	SAMEA2620005	ERR164418	ERX140288	PRJEB1788	TARA_Y100000287	TARA_038
ERS488854	SAMEA2620040	ERR164426	ERX140290	PRJEB1788	TARA_Y100000294	TARA_038
ERS488853	SAMEA2620039	ERR594312	ERX552273	PRJEB1788	TARA_Y100000296	TARA_038
ERS488803	SAMEA2620004	ERR594330	ERX552267	PRJEB1788	TARA_Y100000289	TARA_038
ERS488813	SAMEA2620014	ERR594374	ERX552312	PRJEB4419	TARA_R100000081	TARA_038
ERS488836	SAMEA2620027	ERR594386	ERX552328	PRJEB4419	TARA_R100000084	TARA_038
ERS488836	SAMEA2620027	ERR594399	ERX552340	PRJEB4419	TARA_R100000084	TARA_038
ERS488867	SAMEA2620053	ERR599379	ERX556334	PRJEB4419	TARA_R100000093	TARA_038
ERS488813	SAMEA2620014	ERR594400	ERX552363	PRJEB4419	TARA_R100000081	TARA_038
ERS488830	SAMEA2620021	ERR598949	ERX556061	PRJEB1787	TARA_B100000073	TARA_038
ERS488799	SAMEA2620000	ERR599102	ERX556006	PRJEB1787	TARA_B100000066	TARA_038
ERS488799	SAMEA2620000	ERR599158	ERX556116	PRJEB1787	TARA_B100000066	TARA_038
ERS488849	SAMEA2620035	ERR599167	ERX556078	PRJEB1787	TARA_B100000071	TARA_038
ERS488830	SAMEA2620021	ERR599082	ERX556034	PRJEB1787	TARA_B100000073	TARA_038
ERS488849	SAMEA2620035	ERR599109	ERX555980	PRJEB1787	TARA_B100000071	TARA_038
ERS488900	SAMEA2656965	ERR1700889	ERX1771177	PRJEB4352	TARA_N000000013	TARA_039
ERS488896	SAMEA2657110	ERR1726587	ERX1796901	PRJEB4352	TARA_N000000011	TARA_039
ERS488885	SAMEA2620071	ERR868408	ERX948052	PRJEB4352	TARA_N000000006	TARA_039
ERS488924	SAMEA2620089	ERR868454	ERX948098	PRJEB4352	TARA_N000000007	TARA_039
ERS488952	SAMEA2620113	ERR868455	ERX948077	PRJEB4352	TARA_N000000025	TARA_039
ERS488915	SAMEA2656964	ERR1726526	ERX1796848	PRJEB4352	TARA_N000000014	TARA_039
ERS488915	SAMEA2656964	ERR1726686	ERX1796947	PRJEB4352	TARA_N000000014	TARA_039
ERS488885	SAMEA2620071	ERR868397	ERX947950	PRJEB4352	TARA_N000000006	TARA_039
ERS488910	SAMEA2730749	ERR868484	ERX948092	PRJEB4352	TARA_N000000051	TARA_039
ERS488886	SAMEA2620072	ERR1700899	ERX1771182	PRJEB4352	TARA_N000000008	TARA_039
ERS488902	SAMEA2656967	ERR1726915	ERX1796677	PRJEB4352	TARA_N000000012	TARA_039
ERS488896	SAMEA2657110	ERR1726979	ERX1796604	PRJEB4352	TARA_N000000011	TARA_039
ERS488910	SAMEA2730749	ERR868368	ERX948104	PRJEB4352	TARA_N000000051	TARA_039
ERS488952	SAMEA2620113	ERR868468	ERX948058	PRJEB4352	TARA_N000000025	TARA_039
ERS488880	SAMEA2620066	ERR164415	ERX140287	PRJEB1788	TARA_Y100000029	TARA_039
ERS488879	SAMEA2620065	ERR594327	ERX552289	PRJEB1788	TARA_Y100000033	TARA_039
ERS488946	SAMEA2620107	ERR164412	ERX140293	PRJEB1788	TARA_Y100000031	TARA_039
ERS488945	SAMEA2620106	ERR594346	ERX552263	PRJEB1788	TARA_Y100000034	TARA_039
ERS488959	SAMEA2620120	ERR2752153	ERX2765199	PRJEB4419	TARA_R100000501	TARA_039
ERS488929	SAMEA2620094	ERR594363	ERX552359	PRJEB4419	TARA_R100000482	TARA_039
ERS488892	SAMEA2620078	ERR594356	ERX552306	PRJEB4419	TARA_R100000479	TARA_039
ERS488892	SAMEA2620078	ERR594365	ERX552327	PRJEB4419	TARA_R100000479	TARA_039
ERS488929	SAMEA2620094	ERR594397	ERX552352	PRJEB4419	TARA_R100000482	TARA_039
ERS488959	SAMEA2620120	ERR599360	ERX556322	PRJEB4419	TARA_R100000501	TARA_039
ERS488919	SAMEA2620084	ERR1701760	ERX1772048	PRJEB1787	TARA_B100000105	TARA_039
ERS488916	SAMEA2620081	ERR599145	ERX556015	PRJEB1787	TARA_B100000085	TARA_039
ERS488936	SAMEA2620097	ERR599037	ERX556021	PRJEB1787	TARA_B100000097	TARA_039
ERS488936	SAMEA2620097	ERR599172	ERX556100	PRJEB1787	TARA_B100000097	TARA_039
ERS488980	SAMEA2620139	ERR1726862	ERX1796727	PRJEB4352	TARA_N000000064	TARA_040
ERS488980	SAMEA2620139	ERR1726940	ERX1796908	PRJEB4352	TARA_N000000064	TARA_040
ERS489013	SAMEA2620172	ERR1700892	ERX1771191	PRJEB4352	TARA_N000000067	TARA_040
ERS488991	SAMEA2620150	ERR1726582	ERX1796751	PRJEB4352	TARA_N000000065	TARA_040
ERS488991	SAMEA2620150	ERR1726591	ERX1796822	PRJEB4352	TARA_N000000065	TARA_040
ERS489002	SAMEA2620161	ERR1726908	ERX1796846	PRJEB4352	TARA_N000000066	TARA_040
ERS488967	SAMEA2620128	ERR1726549	ERX1796539	PRJEB4352	TARA_N000000063	TARA_040
ERS489054	SAMEA2620205	ERR1700890	ERX1771189	PRJEB4352	TARA_N000000073	TARA_041
ERS489078	SAMEA2620221	ERR868409	ERX947958	PRJEB4352	TARA_N000000072	TARA_041
ERS489053	SAMEA2620204	ERR868486	ERX948087	PRJEB4352	TARA_N000000071	TARA_041
ERS489079	SAMEA2620222	ERR1700912	ERX1771194	PRJEB4352	TARA_N000000074	TARA_041
ERS489069	SAMEA2657052	ERR1726746	ERX1796951	PRJEB4352	TARA_N000000078	TARA_041
ERS489065	SAMEA2657016	ERR1726820	ERX1796820	PRJEB4352	TARA_N000000077	TARA_041
ERS489037	SAMEA2657106	ERR1726844	ERX1796915	PRJEB4352	TARA_N000000076	TARA_041
ERS489067	SAMEA2656995	ERR1726925	ERX1796742	PRJEB4352	TARA_N000000075	TARA_041
ERS489065	SAMEA2657016	ERR1726652	ERX1796768	PRJEB4352	TARA_N000000077	TARA_041
ERS489067	SAMEA2656995	ERR1726754	ERX1796599	PRJEB4352	TARA_N000000075	TARA_041
ERS489069	SAMEA2657052	ERR1726804	ERX1796672	PRJEB4352	TARA_N000000078	TARA_041
ERS489047	SAMEA2620198	ERR594295	ERX552259	PRJEB1788	TARA_Y100000052	TARA_041
ERS489084	SAMEA2620227	ERR594367	ERX552366	PRJEB4419	TARA_R100000458	TARA_041
ERS489084	SAMEA2620227	ERR594372	ERX552318	PRJEB4419	TARA_R100000458	TARA_041
ERS489084	SAMEA2620227	ERR594373	ERX552341	PRJEB4419	TARA_R100000458	TARA_041
ERS489059	SAMEA2620210	ERR594384	ERX552342	PRJEB4419	TARA_R100000455	TARA_041
ERS489084	SAMEA2620227	ERR594366	ERX552343	PRJEB4419	TARA_R100000458	TARA_041
ERS489084	SAMEA2620227	ERR594371	ERX552317	PRJEB4419	TARA_R100000458	TARA_041
ERS489074	SAMEA2620217	ERR599053	ERX555976	PRJEB1787	TARA_B100000287	TARA_041
ERS489074	SAMEA2620217	ERR598977	ERX556125	PRJEB1787	TARA_B100000287	TARA_041
ERS489043	SAMEA2620194	ERR599011	ERX555983	PRJEB1787	TARA_B100000282	TARA_041
ERS489043	SAMEA2620194	ERR599074	ERX555906	PRJEB1787	TARA_B100000282	TARA_041
ERS489142	SAMEA2620267	ERR1726633	ERX1796640	PRJEB4352	TARA_N000000086	TARA_042
ERS489132	SAMEA2656974	ERR1726696	ERX1796534	PRJEB4352	TARA_N000000095	TARA_042
ERS489122	SAMEA2657056	ERR1726934	ERX1796899	PRJEB4352	TARA_N000000093	TARA_042
ERS489118	SAMEA2657089	ERR1726599	ERX1796913	PRJEB4352	TARA_N000000089	TARA_042
ERS489128	SAMEA2657004	ERR1726832	ERX1796701	PRJEB4352	TARA_N000000091	TARA_042
ERS489142	SAMEA2620267	ERR868383	ERX948002	PRJEB4352	TARA_N000000086	TARA_042
ERS489106	SAMEA2620249	ERR868396	ERX948102	PRJEB4352	TARA_N000000085	TARA_042
ERS489113	SAMEA2620256	ERR594398	ERX552364	PRJEB4419	TARA_R100000149	TARA_042
ERS489113	SAMEA2620256	ERR594403	ERX552367	PRJEB4419	TARA_R100000149	TARA_042
ERS489148	SAMEA2620273	ERR594413	ERX552357	PRJEB4419	TARA_R100000152	TARA_042
ERS489134	SAMEA2620259	ERR599013	ERX556136	PRJEB1787	TARA_B100000131	TARA_042
ERS489134	SAMEA2620259	ERR599130	ERX556098	PRJEB1787	TARA_B100000131	TARA_042
ERS489087	SAMEA2620230	ERR599075	ERX556052	PRJEB1787	TARA_B100000123	TARA_042
ERS489087	SAMEA2620230	ERR599141	ERX556118	PRJEB1787	TARA_B100000123	TARA_042
ERS489175	SAMEA2620292	ERR868508	ERX947995	PRJEB4352	TARA_N000000292	TARA_043
ERS489158	SAMEA2730470	ERR1726644	ERX1796806	PRJEB4352	TARA_N000000295	TARA_043
ERS489187	SAMEA2730472	ERR1726814	ERX1796621	PRJEB4352	TARA_N000000297	TARA_043
ERS489187	SAMEA2730472	ERR1726538	ERX1796504	PRJEB4352	TARA_N000000297	TARA_043
ERS489176	SAMEA2620293	ERR1726575	ERX1796602	PRJEB4352	TARA_N000000293	TARA_043
ERS489169	SAMEA2620286	ERR164411	ERX140297	PRJEB1788	TARA_Y100000074	TARA_043
ERS489263	SAMEA2656963	ERR1726734	ERX1796514	PRJEB4352	TARA_N000000261	TARA_045
ERS489252	SAMEA2620355	ERR1726974	ERX1796635	PRJEB4352	TARA_N000000257	TARA_045
ERS489234	SAMEA2657054	ERR1726646	ERX1796673	PRJEB4352	TARA_N000000259	TARA_045
ERS489251	SAMEA2620354	ERR868507	ERX948006	PRJEB4352	TARA_N000000255	TARA_045
ERS489257	SAMEA2620360	ERR599356	ERX556342	PRJEB4419	TARA_R100000388	TARA_045
ERS489236	SAMEA2620339	ERR599054	ERX556105	PRJEB1787	TARA_B100000161	TARA_045
ERS489236	SAMEA2620339	ERR599045	ERX556132	PRJEB1787	TARA_B100000161	TARA_045
ERS489280	SAMEA2620379	ERR1726784	ERX1796731	PRJEB4352	TARA_N000000268	TARA_046
ERS489279	SAMEA2620378	ERR868478	ERX948036	PRJEB4352	TARA_N000000267	TARA_046
ERS489289	SAMEA2730898	ERR1726729	ERX1796650	PRJEB4352	TARA_N000000269	TARA_046
ERS489291	SAMEA2730900	ERR1726614	ERX1796944	PRJEB4352	TARA_N000000270	TARA_046
ERS489274	SAMEA2620373	ERR164423	ERX140298	PRJEB1788	TARA_Y100000100	TARA_046
ERS489285	SAMEA2620384	ERR594376	ERX552345	PRJEB4419	TARA_R100000406	TARA_046
ERS489314	SAMEA2730863	ERR1726531	ERX1796827	PRJEB4352	TARA_N000000284	TARA_047
ERS489311	SAMEA2730847	ERR1726611	ERX1796789	PRJEB4352	TARA_N000000282	TARA_047
ERS489312	SAMEA2620403	ERR1726897	ERX1796540	PRJEB4352	TARA_G000000124	TARA_047
ERS489303	SAMEA2620396	ERR868399	ERX947987	PRJEB4352	TARA_N000000278	TARA_047
ERS489336	SAMEA2657050	ERR1700909	ERX1771193	PRJEB4352	TARA_N000000115	TARA_048
ERS489329	SAMEA2620418	ERR868355	ERX948048	PRJEB4352	TARA_N000000113	TARA_048
ERS489324	SAMEA2620413	ERR594314	ERX552245	PRJEB1788	TARA_Y100000114	TARA_048
ERS489332	SAMEA2620421	ERR599344	ERX556303	PRJEB4419	TARA_R100000426	TARA_048
ERS489315	SAMEA2620404	ERR599019	ERX556122	PRJEB1787	TARA_B100000242	TARA_048
ERS489315	SAMEA2620404	ERR599138	ERX556056	PRJEB1787	TARA_B100000242	TARA_048
ERS489351	SAMEA2730864	ERR4691704	ERX4612813	PRJEB4352	TARA_N000000120	TARA_049
ERS489353	SAMEA2730866	ERR4691705	ERX4612814	PRJEB4352	TARA_N000000121	TARA_049
ERS489341	SAMEA2620428	ERR164425	ERX140292	PRJEB1788	TARA_Y100000120	TARA_049
ERS489377	SAMEA2620457	ERR4691706	ERX4612815	PRJEB4352	TARA_N000000151	TARA_050
ERS489402	SAMEA2730981	ERR4691708	ERX4612817	PRJEB4352	TARA_N000000163	TARA_050
ERS489411	SAMEA2730766	ERR4691709	ERX4612818	PRJEB4352	TARA_N000000160	TARA_050
ERS489430	SAMEA2620484	ERR4691710	ERX4612819	PRJEB4352	TARA_N000000149	TARA_050
ERS489423	SAMEA2620477	ERR4691707	ERX4612816	PRJEB4352	TARA_N000000152	TARA_050
ERS489466	SAMEA2731026	ERR1726651	ERX1796762	PRJEB4352	TARA_N000000189	TARA_051
ERS489509	SAMEA2620530	ERR1726671	ERX1796693	PRJEB4352	TARA_N000000200	TARA_051
ERS489489	SAMEA2730995	ERR1726813	ERX1796776	PRJEB4352	TARA_N000000193	TARA_051
ERS489506	SAMEA2620527	ERR868370	ERX947993	PRJEB4352	TARA_N000000217	TARA_051
ERS489507	SAMEA2620528	ERR1726665	ERX1796591	PRJEB4352	TARA_N000000204	TARA_051
ERS489476	SAMEA2730769	ERR1726726	ERX1796749	PRJEB4352	TARA_N000000196	TARA_051
ERS489453	SAMEA2620505	ERR1726854	ERX1796527	PRJEB4352	TARA_N000000202	TARA_051
ERS489451	SAMEA2620503	ERR868391	ERX948075	PRJEB4352	TARA_N000000214	TARA_051
ERS489480	SAMEA2730773	ERR1726697	ERX1796879	PRJEB4352	TARA_N000000184	TARA_051
ERS489454	SAMEA2620506	ERR1726921	ERX1796881	PRJEB4352	TARA_N000000203	TARA_051
ERS489523	SAMEA2657047	ERR599294	ERX556214	PRJEB4352	TARA_N000000581	TARA_052
ERS489566	SAMEA2657038	ERR1726808	ERX1796876	PRJEB4352	TARA_N000000589	TARA_052
ERS489523	SAMEA2657047	ERR1726978	ERX1796814	PRJEB4352	TARA_N000000581	TARA_052
ERS489598	SAMEA2620583	ERR599215	ERX556168	PRJEB4352	TARA_N000000596	TARA_052
ERS489556	SAMEA2656997	ERR599222	ERX556193	PRJEB4352	TARA_N000000570	TARA_052
ERS489574	SAMEA2657020	ERR599249	ERX556228	PRJEB4352	TARA_N000000585	TARA_052
ERS489543	SAMEA2620556	ERR599280	ERX556251	PRJEB4352	TARA_N000000598	TARA_052
ERS489582	SAMEA2657079	ERR599296	ERX556274	PRJEB4352	TARA_N000000593	TARA_052
ERS489566	SAMEA2657038	ERR599314	ERX556236	PRJEB4352	TARA_N000000589	TARA_052
ERS489596	SAMEA2620581	ERR599328	ERX556262	PRJEB4352	TARA_N000000600	TARA_052
ERS489603	SAMEA2620588	ERR594394	ERX552329	PRJEB4419	TARA_R100000234	TARA_052
ERS489552	SAMEA2620565	ERR599358	ERX556336	PRJEB4419	TARA_R100000231	TARA_052
ERS489585	SAMEA2620570	ERR599002	ERX556063	PRJEB1787	TARA_B100000214	TARA_052
ERS489585	SAMEA2620570	ERR599016	ERX555923	PRJEB1787	TARA_B100000214	TARA_052
ERS489529	SAMEA2620542	ERR599098	ERX556014	PRJEB1787	TARA_B100000212	TARA_052
ERS489529	SAMEA2620542	ERR599139	ERX555985	PRJEB1787	TARA_B100000212	TARA_052
ERS489654	SAMEA2731149	ERR4691752	ERX4612861	PRJEB4352	TARA_N000000367	TARA_053
ERS489660	SAMEA2731172	ERR4691754	ERX4612863	PRJEB4352	TARA_N000000379	TARA_053
ERS489646	SAMEA2731110	ERR4691753	ERX4612862	PRJEB4352	TARA_N000000371	TARA_053
ERS489631	SAMEA2620610	ERR4691751	ERX4612860	PRJEB4352	TARA_N000000366	TARA_053
ERS489691	SAMEA2620640	ERR4691755	ERX4612864	PRJEB4352	TARA_N000000544	TARA_054
ERS489668	SAMEA2731202	ERR4691756	ERX4612865	PRJEB4352	TARA_N000000375	TARA_054
ERS489708	SAMEA2731190	ERR4691757	ERX4612866	PRJEB4352	TARA_N000000383	TARA_054
ERS489689	SAMEA2620638	ERR4691852	ERX4612961	PRJEB4352	TARA_N000000562	TARA_054
ERS489729	SAMEA2620668	ERR599371	ERX556329	PRJEB4419	TARA_R100000365	TARA_056
ERS489724	SAMEA2620663	ERR599376	ERX556327	PRJEB4419	TARA_R100000353	TARA_056
ERS489729	SAMEA2620668	ERR2752154	ERX2765200	PRJEB4419	TARA_R100000365	TARA_056
ERS489727	SAMEA2620666	ERR599112	ERX555992	PRJEB1787	TARA_B100000378	TARA_056
ERS489712	SAMEA2620651	ERR599057	ERX555971	PRJEB1787	TARA_B000000609	TARA_056
ERS489765	SAMEA2731264	ERR4691764	ERX4612873	PRJEB4352	TARA_N000000459	TARA_057
ERS489747	SAMEA2620686	ERR4691763	ERX4612872	PRJEB4352	TARA_N000000455	TARA_057
ERS489733	SAMEA2620672	ERR599058	ERX555945	PRJEB1787	TARA_B000000565	TARA_057
ERS489842	SAMEA2731419	ERR1726590	ERX1796570	PRJEB4352	TARA_N000000429	TARA_058
ERS489857	SAMEA2620745	ERR868350	ERX948034	PRJEB4352	TARA_N000000419	TARA_058
ERS489785	SAMEA2620711	ERR868452	ERX948031	PRJEB4352	TARA_N000000469	TARA_058
ERS489818	SAMEA2731356	ERR1726677	ERX1796725	PRJEB4352	TARA_N000000442	TARA_058
ERS489813	SAMEA2731380	ERR1726728	ERX1796730	PRJEB4352	TARA_N000000425	TARA_058
ERS489805	SAMEA2731348	ERR1726674	ERX1796528	PRJEB4352	TARA_N000000437	TARA_058
ERS489832	SAMEA2731359	ERR1726798	ERX1796949	PRJEB4352	TARA_N000000433	TARA_058
ERS489867	SAMEA2620755	ERR599362	ERX556330	PRJEB4419	TARA_R100000278	TARA_058
ERS489846	SAMEA2620734	ERR599026	ERX556068	PRJEB1787	TARA_B000000557	TARA_058
ERS489896	SAMEA2620775	ERR4691758	ERX4612867	PRJEB4352	TARA_N000000483	TARA_062
ERS489911	SAMEA2731434	ERR4691759	ERX4612868	PRJEB4352	TARA_N000000487	TARA_062
ERS489873	SAMEA2731420	ERR4691760	ERX4612869	PRJEB4352	TARA_N000000491	TARA_062
ERS489904	SAMEA2620783	ERR599339	ERX556326	PRJEB4419	TARA_R100000329	TARA_062
ERS489877	SAMEA2620756	ERR599012	ERX556129	PRJEB1787	TARA_B000000532	TARA_062
ERS489984	SAMEA2657083	ERR599244	ERX556282	PRJEB4352	TARA_N000000925	TARA_064
ERS489974	SAMEA2657013	ERR599299	ERX556252	PRJEB4352	TARA_N000000535	TARA_064
ERS489963	SAMEA2656968	ERR599321	ERX556212	PRJEB4352	TARA_N000000526	TARA_064
ERS490019	SAMEA2620845	ERR599324	ERX556271	PRJEB4352	TARA_N000000524	TARA_064
ERS489952	SAMEA2657108	ERR1726649	ERX1796663	PRJEB4352	TARA_N000000539	TARA_064
ERS489994	SAMEA2620822	ERR599212	ERX556180	PRJEB4352	TARA_N000000931	TARA_064
ERS489993	SAMEA2620821	ERR599225	ERX556167	PRJEB4352	TARA_N000000930	TARA_064
ERS490021	SAMEA2620847	ERR599226	ERX556194	PRJEB4352	TARA_N000000532	TARA_064
ERS489952	SAMEA2657108	ERR599247	ERX556272	PRJEB4352	TARA_N000000539	TARA_064
ERS489933	SAMEA2620802	ERR599266	ERX556205	PRJEB4352	TARA_N000000522	TARA_064
ERS489955	SAMEA2657040	ERR599282	ERX556270	PRJEB4352	TARA_N000000928	TARA_064
ERS490010	SAMEA2620836	ERR594324	ERX552266	PRJEB1788	TARA_Y100000401	TARA_064
ERS489996	SAMEA2620824	ERR2752155	ERX2765201	PRJEB4419	TARA_R100000306	TARA_064
ERS490026	SAMEA2620852	ERR594385	ERX552319	PRJEB4419	TARA_R100000315	TARA_064
ERS489943	SAMEA2620812	ERR594392	ERX552316	PRJEB4419	TARA_R100000322	TARA_064
ERS489996	SAMEA2620824	ERR599351	ERX556300	PRJEB4419	TARA_R100000306	TARA_064
ERS489987	SAMEA2620815	ERR599021	ERX555989	PRJEB1787	TARA_B100000408	TARA_064
ERS490002	SAMEA2620828	ERR599025	ERX556087	PRJEB1787	TARA_B100000405	TARA_064
ERS489917	SAMEA2620786	ERR599088	ERX556012	PRJEB1787	TARA_B100000401	TARA_064
ERS489917	SAMEA2620786	ERR598970	ERX556096	PRJEB1787	TARA_B100000401	TARA_064
ERS490002	SAMEA2620828	ERR599023	ERX556119	PRJEB1787	TARA_B100000405	TARA_064
ERS490002	SAMEA2620828	ERR598972	ERX555948	PRJEB1787	TARA_B100000405	TARA_064
ERS489917	SAMEA2620786	ERR599150	ERX556127	PRJEB1787	TARA_B100000401	TARA_064
ERS489987	SAMEA2620815	ERR599164	ERX555905	PRJEB1787	TARA_B100000408	TARA_064
