sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_barcode_num	tara_station
ERS491059	SAMEA2621524	ERR599228	ERX556191	PRJEB4352	TARA_N000001032	TARA_085
ERS491101	SAMEA2621542	ERR599239	ERX556266	PRJEB4352	TARA_N000001026	TARA_085
ERS491081	SAMEA2732536	ERR599288	ERX556198	PRJEB4352	TARA_N000001019	TARA_085
ERS491078	SAMEA2657068	ERR599310	ERX556222	PRJEB4352	TARA_N000001042	TARA_085
ERS491103	SAMEA2621544	ERR599325	ERX556253	PRJEB4352	TARA_N000001030	TARA_085
ERS491086	SAMEA2656966	ERR1740327	ERX1809870	PRJEB4352	TARA_N000001034	TARA_085
ERS491121	SAMEA2621562	ERR599227	ERX556181	PRJEB4352	TARA_N000001044	TARA_085
ERS491063	SAMEA2621528	ERR2752158	ERX2765204	PRJEB4419	TARA_R100001369	TARA_085
ERS491123	SAMEA2621564	ERR599373	ERX556301	PRJEB4419	TARA_R100001244	TARA_085
ERS491107	SAMEA2621548	ERR594377	ERX552334	PRJEB4419	TARA_R100001377	TARA_085
ERS491063	SAMEA2621528	ERR599364	ERX556318	PRJEB4419	TARA_R100001369	TARA_085
ERS491107	SAMEA2621548	ERR2752144	ERX2765190	PRJEB4419	TARA_R100001377	TARA_085
ERS491123	SAMEA2621564	ERR2752159	ERX2765205	PRJEB4419	TARA_R100001244	TARA_085
ERS491044	SAMEA2621509	ERR599090	ERX556133	PRJEB1787	TARA_B100000787	TARA_085
ERS491095	SAMEA2621536	ERR599104	ERX556064	PRJEB1787	TARA_B100000795	TARA_085
ERS491110	SAMEA2621551	ERR599125	ERX555942	PRJEB1787	TARA_B100000809	TARA_085
ERS491110	SAMEA2621551	ERR599008	ERX556139	PRJEB1787	TARA_B100000809	TARA_085
ERS491095	SAMEA2621536	ERR599121	ERX555997	PRJEB1787	TARA_B100000795	TARA_085
ERS491044	SAMEA2621509	ERR599176	ERX556110	PRJEB1787	TARA_B100000787	TARA_085
ERS491153	SAMEA2732419	ERR1726781	ERX1796644	PRJEB4352	TARA_N000001077	TARA_086
ERS491157	SAMEA2732484	ERR1726939	ERX1796561	PRJEB4352	TARA_N000001073	TARA_086
ERS491140	SAMEA2621581	ERR4691780	ERX4612889	PRJEB4352	TARA_N000001065	TARA_086
ERS491187	SAMEA2621609	ERR868361	ERX948019	PRJEB4352	TARA_N000001071	TARA_086
ERS491157	SAMEA2732484	ERR1726968	ERX1796758	PRJEB4352	TARA_N000001073	TARA_086
ERS491164	SAMEA2732543	ERR1726683	ERX1796946	PRJEB4352	TARA_N000001081	TARA_086
ERS491168	SAMEA2732581	ERR1726812	ERX1796728	PRJEB4352	TARA_N000001083	TARA_086
ERS491153	SAMEA2732419	ERR1726901	ERX1796788	PRJEB4352	TARA_N000001077	TARA_086
ERS491185	SAMEA2621607	ERR4691779	ERX4612888	PRJEB4352	TARA_N000001067	TARA_086
ERS491142	SAMEA2621583	ERR868376	ERX947984	PRJEB4352	TARA_N000001069	TARA_086
ERS491230	SAMEA2732360	ERR4691774	ERX4612883	PRJEB4352	TARA_N000001175	TARA_087
ERS491215	SAMEA2621637	ERR4691773	ERX4612882	PRJEB4352	TARA_N000001173	TARA_087
ERS491230	SAMEA2732360	ERR4691775	ERX4612884	PRJEB4352	TARA_N000001175	TARA_087
ERS491217	SAMEA2621639	ERR4691776	ERX4612885	PRJEB4352	TARA_N000001177	TARA_087
ERS491221	SAMEA2621643	ERR4691777	ERX4612886	PRJEB4352	TARA_N000001183	TARA_087
ERS491219	SAMEA2621641	ERR4691778	ERX4612887	PRJEB4352	TARA_N000001179	TARA_087
ERS491248	SAMEA2621665	ERR4691781	ERX4612890	PRJEB4352	TARA_N000001197	TARA_088
ERS491269	SAMEA2732833	ERR4691783	ERX4612892	PRJEB4352	TARA_N000001203	TARA_088
ERS491264	SAMEA2732765	ERR4691784	ERX4612893	PRJEB4352	TARA_N000001205	TARA_088
ERS491250	SAMEA2621667	ERR4691782	ERX4612891	PRJEB4352	TARA_N000001199	TARA_088
ERS491287	SAMEA2621694	ERR4691785	ERX4612894	PRJEB4352	TARA_N000001215	TARA_089
ERS491289	SAMEA2621696	ERR868394	ERX948067	PRJEB4352	TARA_N000001217	TARA_089
ERS491307	SAMEA2732362	ERR1726799	ERX1796954	PRJEB4352	TARA_N000001221	TARA_089
ERS491302	SAMEA2732304	ERR1726774	ERX1796816	PRJEB4352	TARA_N000001223	TARA_089
ERS491326	SAMEA2621724	ERR4691855	ERX4612964	PRJEB4352	TARA_N000001347	TARA_090
ERS491328	SAMEA2621726	ERR4691858	ERX4612967	PRJEB4352	TARA_N000001349	TARA_090
ERS491342	SAMEA2732768	ERR4691860	ERX4612969	PRJEB4352	TARA_N000001351	TARA_090
ERS491337	SAMEA2732691	ERR4691862	ERX4612971	PRJEB4352	TARA_N000001353	TARA_090
ERS491328	SAMEA2621726	ERR4691857	ERX4612966	PRJEB4352	TARA_N000001349	TARA_090
ERS491337	SAMEA2732691	ERR4691861	ERX4612970	PRJEB4352	TARA_N000001353	TARA_090
ERS491326	SAMEA2621724	ERR4691856	ERX4612965	PRJEB4352	TARA_N000001347	TARA_090
ERS491342	SAMEA2732768	ERR4691859	ERX4612968	PRJEB4352	TARA_N000001351	TARA_090
ERS491377	SAMEA2732238	ERR4691771	ERX4612880	PRJEB4352	TARA_N000001321	TARA_091
ERS491372	SAMEA2732187	ERR4691772	ERX4612881	PRJEB4352	TARA_N000001323	TARA_091
ERS491359	SAMEA2621748	ERR4691770	ERX4612879	PRJEB4352	TARA_N000001319	TARA_091
ERS491407	SAMEA2732583	ERR1726895	ERX1796615	PRJEB4352	TARA_N000001305	TARA_092
ERS491417	SAMEA2732696	ERR1726632	ERX1796679	PRJEB4352	TARA_N000001301	TARA_092
ERS491394	SAMEA2621768	ERR1726645	ERX1796747	PRJEB4352	TARA_N000001309	TARA_092
ERS491394	SAMEA2621768	ERR1726749	ERX1796764	PRJEB4352	TARA_N000001309	TARA_092
ERS491407	SAMEA2732583	ERR1726790	ERX1796526	PRJEB4352	TARA_N000001305	TARA_092
ERS491412	SAMEA2732628	ERR1726850	ERX1796531	PRJEB4352	TARA_N000001303	TARA_092
ERS491398	SAMEA2621772	ERR868413	ERX947976	PRJEB4352	TARA_N000001299	TARA_092
ERS491436	SAMEA2621794	ERR1726524	ERX1796959	PRJEB4352	TARA_N000001291	TARA_093
ERS491431	SAMEA2621789	ERR1726719	ERX1796668	PRJEB4352	TARA_N000001306	TARA_093
ERS491437	SAMEA2621795	ERR1726878	ERX1796861	PRJEB4352	TARA_N000001292	TARA_093
ERS491435	SAMEA2621793	ERR1726952	ERX1796905	PRJEB4352	TARA_N000001290	TARA_093
ERS491433	SAMEA2621791	ERR868416	ERX948054	PRJEB4352	TARA_N000001296	TARA_093
ERS491478	SAMEA2621827	ERR1700901	ERX1771186	PRJEB4352	TARA_N000001115	TARA_093
ERS491460	SAMEA2732245	ERR1726627	ERX1796853	PRJEB4352	TARA_N000001123	TARA_093
ERS491455	SAMEA2732192	ERR1726876	ERX1796692	PRJEB4352	TARA_N000001288	TARA_093
ERS491476	SAMEA2621825	ERR4691742	ERX4612851	PRJEB4352	TARA_N000001119	TARA_093
ERS491474	SAMEA2621823	ERR868358	ERX948005	PRJEB4352	TARA_N000001111	TARA_093
ERS491463	SAMEA2621812	ERR598965	ERX556045	PRJEB1787	TARA_B100001059	TARA_093
ERS491421	SAMEA2621779	ERR599064	ERX555965	PRJEB1787	TARA_B100001063	TARA_093
ERS491497	SAMEA2621844	ERR4691788	ERX4612897	PRJEB4352	TARA_N000001271	TARA_094
ERS491504	SAMEA2732772	ERR4691791	ERX4612900	PRJEB4352	TARA_N000001268	TARA_094
ERS491495	SAMEA2621842	ERR4691792	ERX4612901	PRJEB4352	TARA_N000001269	TARA_094
ERS491506	SAMEA2732834	ERR4691789	ERX4612898	PRJEB4352	TARA_N000001272	TARA_094
ERS491505	SAMEA2732773	ERR4691790	ERX4612899	PRJEB4352	TARA_N000001273	TARA_094
ERS491492	SAMEA2621839	ERR599050	ERX555988	PRJEB1787	TARA_B100001057	TARA_094
ERS491514	SAMEA2621854	ERR868436	ERX947954	PRJEB4352	TARA_N000001266	TARA_095
ERS491520	SAMEA2732968	ERR1726543	ERX1796824	PRJEB4352	TARA_N000001267	TARA_095
ERS491512	SAMEA2621852	ERR4691743	ERX4612852	PRJEB4352	TARA_N000001262	TARA_095
ERS491522	SAMEA2732120	ERR1726779	ERX1796520	PRJEB4352	TARA_N000001265	TARA_095
ERS491515	SAMEA2621855	ERR1726963	ERX1796840	PRJEB4352	TARA_N000001264	TARA_095
ERS491589	SAMEA2732838	ERR1726716	ERX1796636	PRJEB4352	TARA_N000001252	TARA_096
ERS491553	SAMEA2732425	ERR1726943	ERX1796699	PRJEB4352	TARA_N000001258	TARA_096
ERS491570	SAMEA2621892	ERR4691786	ERX4612895	PRJEB4352	TARA_N000001226	TARA_096
ERS491536	SAMEA2621870	ERR4691787	ERX4612896	PRJEB4352	TARA_N000001254	TARA_096
ERS491547	SAMEA2732363	ERR1726558	ERX1796629	PRJEB4352	TARA_N000001260	TARA_096
ERS491593	SAMEA2732902	ERR1726806	ERX1796702	PRJEB4352	TARA_N000001242	TARA_096
ERS491575	SAMEA2621897	ERR1726815	ERX1796598	PRJEB4352	TARA_N000001239	TARA_096
ERS491538	SAMEA2621872	ERR868404	ERX948105	PRJEB4352	TARA_N000001256	TARA_096
ERS491572	SAMEA2621894	ERR868415	ERX948091	PRJEB4352	TARA_N000001236	TARA_096
ERS491525	SAMEA2621859	ERR598967	ERX556130	PRJEB1787	TARA_B100000989	TARA_096
ERS491670	SAMEA2621968	ERR4691724	ERX4612833	PRJEB4352	TARA_N000001520	TARA_097
ERS491611	SAMEA2621920	ERR4691725	ERX4612834	PRJEB4352	TARA_N000001518	TARA_097
ERS491613	SAMEA2621922	ERR868444	ERX947982	PRJEB4352	TARA_N000001522	TARA_097
ERS491630	SAMEA2732369	ERR1726593	ERX1796562	PRJEB4352	TARA_N000001538	TARA_097
ERS491693	SAMEA2732195	ERR1726598	ERX1796507	PRJEB4352	TARA_N000001534	TARA_097
ERS491655	SAMEA2732634	ERR1726880	ERX1796718	PRJEB4352	TARA_N000001540	TARA_097
ERS491645	SAMEA2621948	ERR868417	ERX947988	PRJEB4352	TARA_N000001276	TARA_097
ERS491673	SAMEA2621971	ERR868446	ERX948014	PRJEB4352	TARA_N000001525	TARA_097
ERS491758	SAMEA2622039	ERR1700897	ERX1771199	PRJEB4352	TARA_N000001580	TARA_098
ERS491799	SAMEA2657023	ERR1726603	ERX1796812	PRJEB4352	TARA_N000001584	TARA_098
ERS491799	SAMEA2657023	ERR1726710	ERX1796739	PRJEB4352	TARA_N000001584	TARA_098
ERS491721	SAMEA2622012	ERR1726735	ERX1796737	PRJEB4352	TARA_N000001578	TARA_098
ERS491736	SAMEA2656984	ERR1726970	ERX1796667	PRJEB4352	TARA_N000001582	TARA_098
ERS491719	SAMEA2622010	ERR868499	ERX948101	PRJEB4352	TARA_N000001574	TARA_098
ERS491757	SAMEA2622038	ERR873966	ERX953571	PRJEB4352	TARA_N000001588	TARA_098
ERS491758	SAMEA2622039	ERR1700905	ERX1771185	PRJEB4352	TARA_N000001580	TARA_098
ERS491798	SAMEA2657031	ERR1726900	ERX1796719	PRJEB4352	TARA_N000001594	TARA_098
ERS491719	SAMEA2622010	ERR868447	ERX947978	PRJEB4352	TARA_N000001574	TARA_098
ERS491732	SAMEA2656959	ERR1726541	ERX1796652	PRJEB4352	TARA_N000001586	TARA_098
ERS491721	SAMEA2622012	ERR1726896	ERX1796722	PRJEB4352	TARA_N000001578	TARA_098
ERS491786	SAMEA2622067	ERR868379	ERX948108	PRJEB4352	TARA_N000001590	TARA_098
ERS491757	SAMEA2622038	ERR873961	ERX953562	PRJEB4352	TARA_N000001588	TARA_098
ERS491699	SAMEA2621990	ERR599093	ERX556049	PRJEB1787	TARA_B100001027	TARA_098
ERS491740	SAMEA2622021	ERR599079	ERX556065	PRJEB1787	TARA_B100001029	TARA_098
ERS491767	SAMEA2622048	ERR599085	ERX555924	PRJEB1787	TARA_B100001013	TARA_098
ERS491740	SAMEA2622021	ERR599042	ERX555928	PRJEB1787	TARA_B100001029	TARA_098
ERS491767	SAMEA2622048	ERR599071	ERX555944	PRJEB1787	TARA_B100001013	TARA_098
ERS491699	SAMEA2621990	ERR599120	ERX555979	PRJEB1787	TARA_B100001027	TARA_098
ERS491825	SAMEA2732203	ERR4691809	ERX4612918	PRJEB4352	TARA_N000001599	TARA_099
ERS491824	SAMEA2732202	ERR4691810	ERX4612919	PRJEB4352	TARA_N000001600	TARA_099
ERS491814	SAMEA2622084	ERR4691812	ERX4612921	PRJEB4352	TARA_N000001595	TARA_099
ERS491823	SAMEA2732201	ERR4691811	ERX4612920	PRJEB4352	TARA_N000001601	TARA_099
ERS491816	SAMEA2622086	ERR4691808	ERX4612917	PRJEB4352	TARA_N000001597	TARA_099
ERS491804	SAMEA2622074	ERR599024	ERX555926	PRJEB1787	TARA_B100000886	TARA_099
ERS491887	SAMEA2622132	ERR1700903	ERX1771196	PRJEB4352	TARA_N000001614	TARA_100
ERS491854	SAMEA2657086	ERR1726588	ERX1796573	PRJEB4352	TARA_N000001616	TARA_100
ERS491843	SAMEA2622104	ERR1726634	ERX1796869	PRJEB4352	TARA_N000001604	TARA_100
ERS491854	SAMEA2657086	ERR1726639	ERX1796883	PRJEB4352	TARA_N000001616	TARA_100
ERS491858	SAMEA2656973	ERR1726865	ERX1796826	PRJEB4352	TARA_N000001612	TARA_100
ERS491866	SAMEA2657000	ERR1726909	ERX1796952	PRJEB4352	TARA_N000001620	TARA_100
ERS491885	SAMEA2622130	ERR868465	ERX947975	PRJEB4352	TARA_N000001610	TARA_100
ERS491845	SAMEA2622106	ERR868493	ERX947966	PRJEB4352	TARA_N000001608	TARA_100
ERS491883	SAMEA2622128	ERR1726527	ERX1796844	PRJEB4352	TARA_N000001606	TARA_100
ERS491883	SAMEA2622128	ERR1726609	ERX1796801	PRJEB4352	TARA_N000001606	TARA_100
ERS491904	SAMEA2657077	ERR1726655	ERX1796736	PRJEB4352	TARA_N000001618	TARA_100
ERS491843	SAMEA2622104	ERR1726656	ERX1796752	PRJEB4352	TARA_N000001604	TARA_100
ERS491922	SAMEA2622158	ERR868453	ERX948009	PRJEB4352	TARA_N000001642	TARA_100
ERS491900	SAMEA2657044	ERR1726550	ERX1796911	PRJEB4352	TARA_N000001622	TARA_100
ERS491900	SAMEA2657044	ERR1726623	ERX1796771	PRJEB4352	TARA_N000001622	TARA_100
ERS491866	SAMEA2657000	ERR1726624	ERX1796631	PRJEB4352	TARA_N000001620	TARA_100
ERS491923	SAMEA2622159	ERR1726631	ERX1796709	PRJEB4352	TARA_N000001643	TARA_100
ERS491900	SAMEA2657044	ERR1726698	ERX1796610	PRJEB4352	TARA_N000001622	TARA_100
ERS491854	SAMEA2657086	ERR1726755	ERX1796541	PRJEB4352	TARA_N000001616	TARA_100
ERS491885	SAMEA2622130	ERR868424	ERX947967	PRJEB4352	TARA_N000001610	TARA_100
ERS491922	SAMEA2622158	ERR868457	ERX948083	PRJEB4352	TARA_N000001642	TARA_100
ERS491851	SAMEA2622112	ERR2750827	ERX2763881	PRJEB4419	TARA_R100001440	TARA_100
ERS491851	SAMEA2622112	ERR599342	ERX556307	PRJEB4419	TARA_R100001440	TARA_100
ERS491930	SAMEA2622166	ERR599375	ERX556319	PRJEB4419	TARA_R100001530	TARA_100
ERS491897	SAMEA2622142	ERR599359	ERX556335	PRJEB4419	TARA_R100001443	TARA_100
ERS491851	SAMEA2622112	ERR2750826	ERX2763880	PRJEB4419	TARA_R100001440	TARA_100
ERS491913	SAMEA2622149	ERR598946	ERX555949	PRJEB1787	TARA_B100000959	TARA_100
ERS491913	SAMEA2622149	ERR598953	ERX556081	PRJEB1787	TARA_B100000959	TARA_100
ERS491836	SAMEA2622097	ERR599063	ERX556092	PRJEB1787	TARA_B100000963	TARA_100
ERS491913	SAMEA2622149	ERR598981	ERX555977	PRJEB1787	TARA_B100000959	TARA_100
ERS491874	SAMEA2622119	ERR599081	ERX555917	PRJEB1787	TARA_B100000965	TARA_100
ERS491874	SAMEA2622119	ERR599113	ERX555930	PRJEB1787	TARA_B100000965	TARA_100
ERS491836	SAMEA2622097	ERR599169	ERX556074	PRJEB1787	TARA_B100000963	TARA_100
ERS491836	SAMEA2622097	ERR599163	ERX555916	PRJEB1787	TARA_B100000963	TARA_100
ERS491947	SAMEA2622182	ERR1726628	ERX1796580	PRJEB4352	TARA_N000001646	TARA_102
ERS491958	SAMEA2657092	ERR1726709	ERX1796804	PRJEB4352	TARA_N000001658	TARA_102
ERS492025	SAMEA2622232	ERR1726742	ERX1796757	PRJEB4352	TARA_N000001656	TARA_102
ERS492021	SAMEA2622228	ERR1726842	ERX1796691	PRJEB4352	TARA_N000001648	TARA_102
ERS492023	SAMEA2622230	ERR868440	ERX948049	PRJEB4352	TARA_N000001652	TARA_102
ERS491962	SAMEA2656991	ERR1726841	ERX1796646	PRJEB4352	TARA_N000001654	TARA_102
ERS492000	SAMEA2657097	ERR1700911	ERX1771184	PRJEB4352	TARA_N000001664	TARA_102
ERS492004	SAMEA2657087	ERR1726659	ERX1796886	PRJEB4352	TARA_N000001660	TARA_102
ERS491970	SAMEA2657072	ERR1726705	ERX1796929	PRJEB4352	TARA_N000001662	TARA_102
ERS491949	SAMEA2622184	ERR868357	ERX947991	PRJEB4352	TARA_N000001650	TARA_102
ERS491989	SAMEA2622206	ERR868362	ERX948109	PRJEB4352	TARA_N000001684	TARA_102
ERS492023	SAMEA2622230	ERR868422	ERX948043	PRJEB4352	TARA_N000001652	TARA_102
ERS492035	SAMEA2622242	ERR599349	ERX556313	PRJEB4419	TARA_R100001463	TARA_102
ERS491995	SAMEA2622212	ERR599346	ERX556310	PRJEB4419	TARA_R100001480	TARA_102
ERS491955	SAMEA2622190	ERR599353	ERX556312	PRJEB4419	TARA_R100001460	TARA_102
ERS491955	SAMEA2622190	ERR2750828	ERX2763882	PRJEB4419	TARA_R100001460	TARA_102
ERS491955	SAMEA2622190	ERR2750829	ERX2763883	PRJEB4419	TARA_R100001460	TARA_102
ERS491938	SAMEA2622173	ERR598943	ERX556029	PRJEB1787	TARA_B100000900	TARA_102
ERS491980	SAMEA2622197	ERR599055	ERX556050	PRJEB1787	TARA_B100000953	TARA_102
ERS492012	SAMEA2622219	ERR598962	ERX556048	PRJEB1787	TARA_B100000902	TARA_102
ERS491980	SAMEA2622197	ERR599128	ERX556051	PRJEB1787	TARA_B100000953	TARA_102
ERS492012	SAMEA2622219	ERR599007	ERX556005	PRJEB1787	TARA_B100000902	TARA_102
ERS491938	SAMEA2622173	ERR598978	ERX555954	PRJEB1787	TARA_B100000900	TARA_102
ERS491980	SAMEA2622197	ERR599132	ERX555974	PRJEB1787	TARA_B100000953	TARA_102
ERS492012	SAMEA2622219	ERR599168	ERX556001	PRJEB1787	TARA_B100000902	TARA_102
ERS492092	SAMEA2622280	ERR1726828	ERX1796559	PRJEB4352	TARA_N000001696	TARA_106
ERS492128	SAMEA2732775	ERR1726830	ERX1796957	PRJEB4352	TARA_N000001700	TARA_106
ERS492050	SAMEA2622256	ERR4691714	ERX4612823	PRJEB4352	TARA_N000001686	TARA_106
ERS492117	SAMEA2622305	ERR868377	ERX947961	PRJEB4352	TARA_N000001724	TARA_106
ERS492124	SAMEA2732708	ERR1726566	ERX1796783	PRJEB4352	TARA_N000001704	TARA_106
ERS492052	SAMEA2622258	ERR868502	ERX947951	PRJEB4352	TARA_N000001690	TARA_106
ERS492090	SAMEA2622278	ERR868505	ERX948003	PRJEB4352	TARA_N000001692	TARA_106
ERS492060	SAMEA2732548	ERR1726525	ERX1796611	PRJEB4352	TARA_N000001698	TARA_106
ERS492064	SAMEA2732589	ERR1726713	ERX1796909	PRJEB4352	TARA_N000001694	TARA_106
ERS492073	SAMEA2732643	ERR1726740	ERX1796847	PRJEB4352	TARA_N000001702	TARA_106
ERS492088	SAMEA2622276	ERR4691713	ERX4612822	PRJEB4352	TARA_N000001688	TARA_106
ERS492224	SAMEA2657103	ERR1726658	ERX1796779	PRJEB4352	TARA_N000001740	TARA_109
ERS492169	SAMEA2657088	ERR1726789	ERX1796906	PRJEB4352	TARA_N000001742	TARA_109
ERS492161	SAMEA2657063	ERR1726792	ERX1796917	PRJEB4352	TARA_N000001734	TARA_109
ERS492137	SAMEA2657008	ERR1726801	ERX1796743	PRJEB4352	TARA_N000001738	TARA_109
ERS492188	SAMEA2622347	ERR1726904	ERX1796566	PRJEB4352	TARA_N000001736	TARA_109
ERS492154	SAMEA2622325	ERR868441	ERX948095	PRJEB4352	TARA_N000001730	TARA_109
ERS492184	SAMEA2622343	ERR1726760	ERX1796651	PRJEB4352	TARA_N000001728	TARA_109
ERS492137	SAMEA2657008	ERR1726788	ERX1796585	PRJEB4352	TARA_N000001738	TARA_109
ERS492153	SAMEA2622324	ERR1726807	ERX1796928	PRJEB4352	TARA_N000001727	TARA_109
ERS492153	SAMEA2622324	ERR1726933	ERX1796948	PRJEB4352	TARA_N000001727	TARA_109
ERS492153	SAMEA2622324	ERR1726955	ERX1796656	PRJEB4352	TARA_N000001727	TARA_109
ERS492186	SAMEA2622345	ERR868472	ERX947952	PRJEB4352	TARA_N000001732	TARA_109
ERS492212	SAMEA2622369	ERR868506	ERX948066	PRJEB4352	TARA_N000001784	TARA_109
ERS492224	SAMEA2657103	ERR1726563	ERX1796781	PRJEB4352	TARA_N000001740	TARA_109
ERS492169	SAMEA2657088	ERR1726766	ERX1796958	PRJEB4352	TARA_N000001742	TARA_109
ERS492188	SAMEA2622347	ERR1726856	ERX1796956	PRJEB4352	TARA_N000001736	TARA_109
ERS492161	SAMEA2657063	ERR1726871	ERX1796620	PRJEB4352	TARA_N000001734	TARA_109
ERS492226	SAMEA2657076	ERR1726945	ERX1796884	PRJEB4352	TARA_N000001796	TARA_109
ERS492226	SAMEA2657076	ERR1726964	ERX1796841	PRJEB4352	TARA_N000001796	TARA_109
ERS492154	SAMEA2622325	ERR868374	ERX948011	PRJEB4352	TARA_N000001730	TARA_109
ERS492186	SAMEA2622345	ERR868450	ERX947965	PRJEB4352	TARA_N000001732	TARA_109
ERS492212	SAMEA2622369	ERR868470	ERX947981	PRJEB4352	TARA_N000001784	TARA_109
ERS492198	SAMEA2622357	ERR594383	ERX552307	PRJEB4419	TARA_R100001510	TARA_109
ERS492198	SAMEA2622357	ERR594387	ERX552308	PRJEB4419	TARA_R100001510	TARA_109
ERS492160	SAMEA2622331	ERR594412	ERX552339	PRJEB4419	TARA_R100001509	TARA_109
ERS492198	SAMEA2622357	ERR594357	ERX552356	PRJEB4419	TARA_R100001510	TARA_109
ERS492198	SAMEA2622357	ERR594380	ERX552313	PRJEB4419	TARA_R100001510	TARA_109
ERS492198	SAMEA2622357	ERR594381	ERX552305	PRJEB4419	TARA_R100001510	TARA_109
ERS492177	SAMEA2622336	ERR598952	ERX556128	PRJEB1787	TARA_B100000927	TARA_109
ERS492205	SAMEA2622362	ERR598971	ERX556043	PRJEB1787	TARA_B100000929	TARA_109
ERS492145	SAMEA2622316	ERR598997	ERX556086	PRJEB1787	TARA_B100000925	TARA_109
ERS492177	SAMEA2622336	ERR599065	ERX556007	PRJEB1787	TARA_B100000927	TARA_109
ERS492205	SAMEA2622362	ERR599067	ERX556010	PRJEB1787	TARA_B100000929	TARA_109
ERS492177	SAMEA2622336	ERR599108	ERX556026	PRJEB1787	TARA_B100000927	TARA_109
ERS492145	SAMEA2622316	ERR599118	ERX555963	PRJEB1787	TARA_B100000925	TARA_109
ERS492241	SAMEA2622389	ERR1726602	ERX1796813	PRJEB4352	TARA_N000001746	TARA_110
ERS492279	SAMEA2622417	ERR868364	ERX948046	PRJEB4352	TARA_N000001752	TARA_110
ERS492279	SAMEA2622417	ERR868438	ERX947998	PRJEB4352	TARA_N000001752	TARA_110
ERS492281	SAMEA2622419	ERR1726668	ERX1796649	PRJEB4352	TARA_N000001756	TARA_110
ERS492245	SAMEA2622393	ERR1726732	ERX1796770	PRJEB4352	TARA_N000001754	TARA_110
ERS492245	SAMEA2622393	ERR1726890	ERX1796753	PRJEB4352	TARA_N000001754	TARA_110
ERS492306	SAMEA2622441	ERR868443	ERX948100	PRJEB4352	TARA_N000001804	TARA_110
ERS492254	SAMEA2731795	ERR1726528	ERX1796511	PRJEB4352	TARA_N000001758	TARA_110
ERS492277	SAMEA2622415	ERR1726579	ERX1796750	PRJEB4352	TARA_N000001748	TARA_110
ERS492313	SAMEA2731692	ERR1726604	ERX1796873	PRJEB4352	TARA_N000001764	TARA_110
ERS492260	SAMEA2731833	ERR1726739	ERX1796910	PRJEB4352	TARA_N000001762	TARA_110
ERS492281	SAMEA2622419	ERR1726773	ERX1796574	PRJEB4352	TARA_N000001756	TARA_110
ERS492260	SAMEA2731833	ERR1726775	ERX1796642	PRJEB4352	TARA_N000001762	TARA_110
ERS492241	SAMEA2622389	ERR1726907	ERX1796697	PRJEB4352	TARA_N000001746	TARA_110
ERS492243	SAMEA2622391	ERR868442	ERX947983	PRJEB4352	TARA_N000001750	TARA_110
ERS492228	SAMEA2622376	ERR599039	ERX556137	PRJEB1787	TARA_B100001109	TARA_110
ERS492294	SAMEA2622429	ERR599020	ERX556008	PRJEB1787	TARA_B100001079	TARA_110
ERS492264	SAMEA2622402	ERR599014	ERX555941	PRJEB1787	TARA_B100001113	TARA_110
ERS492400	SAMEA2657019	ERR1726552	ERX1796600	PRJEB4352	TARA_N000001828	TARA_111
ERS492344	SAMEA2657036	ERR1726670	ERX1796734	PRJEB4352	TARA_N000001823	TARA_111
ERS492400	SAMEA2657019	ERR1726882	ERX1796819	PRJEB4352	TARA_N000001828	TARA_111
ERS492368	SAMEA2622489	ERR868381	ERX947977	PRJEB4352	TARA_N000001816	TARA_111
ERS492332	SAMEA2622463	ERR868476	ERX948111	PRJEB4352	TARA_N000001812	TARA_111
ERS492366	SAMEA2622487	ERR1726584	ERX1796682	PRJEB4352	TARA_N000001814	TARA_111
ERS492404	SAMEA2656980	ERR1726690	ERX1796575	PRJEB4352	TARA_N000001824	TARA_111
ERS492369	SAMEA2622490	ERR1726771	ERX1796780	PRJEB4352	TARA_N000001820	TARA_111
ERS492393	SAMEA2622511	ERR873963	ERX953572	PRJEB4352	TARA_N000001808	TARA_111
ERS492330	SAMEA2622461	ERR1726567	ERX1796933	PRJEB4352	TARA_N000001810	TARA_111
ERS492334	SAMEA2622465	ERR1726708	ERX1796934	PRJEB4352	TARA_N000001818	TARA_111
ERS492349	SAMEA2656988	ERR1726916	ERX1796628	PRJEB4352	TARA_N000001826	TARA_111
ERS492399	SAMEA2622517	ERR2752161	ERX2765207	PRJEB4419	TARA_R100000656	TARA_111
ERS492342	SAMEA2622473	ERR599357	ERX556302	PRJEB4419	TARA_R100000654	TARA_111
ERS492399	SAMEA2622517	ERR599368	ERX556331	PRJEB4419	TARA_R100000656	TARA_111
ERS492376	SAMEA2622497	ERR599369	ERX556305	PRJEB4419	TARA_R100000655	TARA_111
ERS492399	SAMEA2622517	ERR2752160	ERX2765206	PRJEB4419	TARA_R100000656	TARA_111
ERS492321	SAMEA2622452	ERR599077	ERX555933	PRJEB1787	TARA_B100000575	TARA_111
ERS492357	SAMEA2622478	ERR598961	ERX556060	PRJEB1787	TARA_B100000579	TARA_111
ERS492381	SAMEA2622499	ERR599086	ERX556070	PRJEB1787	TARA_B100000586	TARA_111
ERS492498	SAMEA2731477	ERR1726977	ERX1796955	PRJEB4352	TARA_N000001880	TARA_112
